경찰청,경찰서,시간대,건수
강원특별자치도경찰청,춘천경찰서,6,11
강원특별자치도경찰청,강릉경찰서,6,11
강원특별자치도경찰청,원주경찰서,6,22
강원특별자치도경찰청,속초경찰서,6,6
강원특별자치도경찰청,삼척경찰서,6,2
강원특별자치도경찰청,영월경찰서,6,1
강원특별자치도경찰청,홍천경찰서,6,59
강원특별자치도경찰청,평창경찰서,6,4
강원특별자치도경찰청,화천경찰서,6,1
강원특별자치도경찰청,태백경찰서,6,1
강원특별자치도경찰청,정선경찰서,6,3
강원특별자치도경찰청,횡성경찰서,6,1
강원특별자치도경찰청,강원고성경찰서,6,3
강원특별자치도경찰청,철원경찰서,6,1
강원특별자치도경찰청,동해경찰서,6,3
충청북도경찰청,청주청원경찰서,6,27
충청북도경찰청,충주경찰서,6,13
충청북도경찰청,제천경찰서,6,6
충청북도경찰청,괴산경찰서,6,6
충청북도경찰청,옥천경찰서,6,2
충청북도경찰청,단양경찰서,6,1
충청북도경찰청,진천경찰서,6,6
충청북도경찰청,청주흥덕경찰서,6,25
충청북도경찰청,청주상당경찰서,6,25
충청남도경찰청,서산경찰서,6,12
충청남도경찰청,천안서북경찰서,6,54
충청남도경찰청,논산경찰서,6,7
충청남도경찰청,홍성경찰서,6,3
충청남도경찰청,아산경찰서,6,18
충청남도경찰청,보령경찰서,6,4
충청남도경찰청,공주경찰서,6,14
충청남도경찰청,예산경찰서,6,3
충청남도경찰청,당진경찰서,6,13
충청남도경찰청,청양경찰서,6,2
충청남도경찰청,천안동남경찰서,6,14
충청남도경찰청,태안경찰서,6,1
전북특별자치도경찰청,전주완산경찰서,6,22
전북특별자치도경찰청,전주덕진경찰서,6,26
전북특별자치도경찰청,군산경찰서,6,8
전북특별자치도경찰청,익산경찰서,6,22
전북특별자치도경찰청,정읍경찰서,6,1
전북특별자치도경찰청,김제경찰서,6,8
전북특별자치도경찰청,남원경찰서,6,2
전북특별자치도경찰청,고창경찰서,6,1
전북특별자치도경찰청,부안경찰서,6,3
전북특별자치도경찰청,임실경찰서,6,1
전북특별자치도경찰청,진안경찰서,6,3
전북특별자치도경찰청,순창경찰서,6,1
전북특별자치도경찰청,완주경찰서,6,4
전라남도경찰청,목포경찰서,6,28
전라남도경찰청,여수경찰서,6,15
전라남도경찰청,순천경찰서,6,20
전라남도경찰청,나주경찰서,6,7
전라남도경찰청,고흥경찰서,6,2
전라남도경찰청,해남경찰서,6,1
전라남도경찰청,보성경찰서,6,1
전라남도경찰청,영광경찰서,6,1
전라남도경찰청,화순경찰서,6,1
전라남도경찰청,영암경찰서,6,2
전라남도경찰청,장성경찰서,6,2
전라남도경찰청,강진경찰서,6,2
전라남도경찰청,담양경찰서,6,83
전라남도경찰청,곡성경찰서,6,2
전라남도경찰청,완도경찰서,6,1
전라남도경찰청,무안경찰서,6,4
전라남도경찰청,진도경찰서,6,1
전라남도경찰청,광양경찰서,6,11
전라남도경찰청,신안경찰서,6,2
경상북도경찰청,경주경찰서,6,11
경상북도경찰청,포항북부경찰서,6,14
경상북도경찰청,안동경찰서,6,8
경상북도경찰청,김천경찰서,6,6
경상북도경찰청,상주경찰서,6,3
경상북도경찰청,의성경찰서,6,2
경상북도경찰청,영주경찰서,6,4
경상북도경찰청,칠곡경찰서,6,21
경상북도경찰청,문경경찰서,6,2
경상북도경찰청,경산경찰서,6,18
경상북도경찰청,예천경찰서,6,1
경상북도경찰청,봉화경찰서,6,1
경상북도경찰청,청도경찰서,6,1
경상북도경찰청,울진경찰서,6,2
경상북도경찰청,고령경찰서,6,2
경상북도경찰청,청송경찰서,6,1
경상북도경찰청,영양경찰서,6,3
경상북도경찰청,울릉경찰서,6,1
경상북도경찰청,구미경찰서,6,21
경상북도경찰청,포항남부경찰서,6,18
경상남도경찰청,마산중부경찰서,6,5
경상남도경찰청,진주경찰서,6,13
경상남도경찰청,진해경찰서,6,8
경상남도경찰청,통영경찰서,6,4
경상남도경찰청,사천경찰서,6,4
경상남도경찰청,밀양경찰서,6,2
경상남도경찰청,김해중부경찰서,6,14
경상남도경찰청,거창경찰서,6,1
경상남도경찰청,합천경찰서,6,2
경상남도경찰청,함양경찰서,6,1
경상남도경찰청,양산경찰서,6,12
경상남도경찰청,경남고성경찰서,6,1
경상남도경찰청,거제경찰서,6,16
경상남도경찰청,산청경찰서,6,2
경상남도경찰청,함안경찰서,6,4
경상남도경찰청,의령경찰서,6,1
경상남도경찰청,창원중부경찰서,6,15
경상남도경찰청,마산동부경찰서,6,8
경상남도경찰청,창원서부경찰서,6,11
경상남도경찰청,김해서부경찰서,6,16
제주특별자치도경찰청,제주동부경찰서,6,45
제주특별자치도경찰청,서귀포경찰서,6,11
제주특별자치도경찰청,제주서부경찰서,6,42
대구광역시경찰청,대구남부경찰서,6,14
대구광역시경찰청,대구동부경찰서,6,17
대구광역시경찰청,대구수성경찰서,6,26
대구광역시경찰청,대구달서경찰서,6,19
대구광역시경찰청,대구달성경찰서,6,9
대구광역시경찰청,대구북부경찰서,6,8
대구광역시경찰청,대구서부경찰서,6,11
대구광역시경찰청,대구중부경찰서,6,18
대구광역시경찰청,대구성서경찰서,6,18
대구광역시경찰청,대구강북경찰서,6,12
인천광역시경찰청,인천중부경찰서,6,29
인천광역시경찰청,인천미추홀경찰서,6,41
인천광역시경찰청,인천부평경찰서,6,15
인천광역시경찰청,인천남동경찰서,6,48
인천광역시경찰청,인천서부경찰서,6,38
인천광역시경찰청,인천계양경찰서,6,17
인천광역시경찰청,인천강화경찰서,6,5
인천광역시경찰청,인천연수경찰서,6,22
인천광역시경찰청,인천삼산경찰서,6,24
인천광역시경찰청,인천논현경찰서,6,11
광주광역시경찰청,광주동부경찰서,6,4
광주광역시경찰청,광주서부경찰서,6,28
광주광역시경찰청,광주남부경찰서,6,8
광주광역시경찰청,광주북부경찰서,6,42
광주광역시경찰청,광주광산경찰서,6,34
대전광역시경찰청,대전중부경찰서,6,10
대전광역시경찰청,대전동부경찰서,6,11
대전광역시경찰청,대전서부경찰서,6,12
대전광역시경찰청,대전대덕경찰서,6,10
대전광역시경찰청,대전둔산경찰서,6,15
대전광역시경찰청,대전유성경찰서,6,18
울산광역시경찰청,울산중부경찰서,6,6
울산광역시경찰청,울산남부경찰서,6,51
울산광역시경찰청,울산동부경찰서,6,2
울산광역시경찰청,울산울주경찰서,6,40
울산광역시경찰청,울산북부경찰서,6,29
경기도북부경찰청,의정부경찰서,6,29
경기도북부경찰청,고양경찰서,6,34
경기도북부경찰청,일산동부경찰서,6,36
경기도북부경찰청,남양주남부경찰서,6,24
경기도북부경찰청,파주경찰서,6,26
경기도북부경찰청,양주경찰서,6,20
경기도북부경찰청,동두천경찰서,6,1
경기도북부경찰청,구리경찰서,6,15
경기도북부경찰청,포천경찰서,6,13
경기도북부경찰청,가평경찰서,6,2
경기도북부경찰청,연천경찰서,6,2
경기도북부경찰청,일산서부경찰서,6,20
경기도북부경찰청,남양주북부경찰서,6,25
세종특별자치시경찰청,세종북부경찰서,6,3
세종특별자치시경찰청,세종남부경찰서,6,17
서울특별시경찰청,서울중부경찰서,7,4
서울특별시경찰청,서울남대문경찰서,7,2
서울특별시경찰청,서울종로경찰서,7,5
서울특별시경찰청,서울혜화경찰서,7,2
서울특별시경찰청,서울서대문경찰서,7,8
서울특별시경찰청,서울서부경찰서,7,4
서울특별시경찰청,서울용산경찰서,7,20
서울특별시경찰청,서울성북경찰서,7,5
서울특별시경찰청,서울강북경찰서,7,18
서울특별시경찰청,서울동대문경찰서,7,8
서울특별시경찰청,서울광진경찰서,7,15
서울특별시경찰청,서울마포경찰서,7,29
서울특별시경찰청,서울영등포경찰서,7,24
서울특별시경찰청,서울금천경찰서,7,4
서울특별시경찰청,서울성동경찰서,7,10
서울특별시경찰청,서울동작경찰서,7,13
서울특별시경찰청,서울중랑경찰서,7,14
서울특별시경찰청,서울관악경찰서,7,34
서울특별시경찰청,서울강남경찰서,7,51
서울특별시경찰청,서울강서경찰서,7,20
서울특별시경찰청,서울강동경찰서,7,19
서울특별시경찰청,서울송파경찰서,7,21
서울특별시경찰청,서울종암경찰서,7,7
서울특별시경찰청,서울구로경찰서,7,15
서울특별시경찰청,서울서초경찰서,7,38
서울특별시경찰청,서울양천경찰서,7,12
서울특별시경찰청,서울노원경찰서,7,17
서울특별시경찰청,서울도봉경찰서,7,8
서울특별시경찰청,서울은평경찰서,7,5
서울특별시경찰청,서울방배경찰서,7,8
서울특별시경찰청,서울수서경찰서,7,4
부산광역시경찰청,부산중부경찰서,7,2
부산광역시경찰청,부산동부경찰서,7,4
부산광역시경찰청,부산서부경찰서,7,3
부산광역시경찰청,부산남부경찰서,7,11
부산광역시경찰청,부산북부경찰서,7,8
부산광역시경찰청,부산동래경찰서,7,6
부산광역시경찰청,부산영도경찰서,7,5
부산광역시경찰청,부산해운대경찰서,7,21
부산광역시경찰청,부산진경찰서,7,19
부산광역시경찰청,부산금정경찰서,7,17
부산광역시경찰청,부산사하경찰서,7,17
부산광역시경찰청,부산연제경찰서,7,9
부산광역시경찰청,부산강서경찰서,7,12
부산광역시경찰청,부산사상경찰서,7,15
부산광역시경찰청,부산기장경찰서,7,8
경기도남부경찰청,수원중부경찰서,7,13
경기도남부경찰청,성남수정경찰서,7,13
경기도남부경찰청,평택경찰서,7,49
경기도남부경찰청,안성경찰서,7,25
경기도남부경찰청,안양동안경찰서,7,9
경기도남부경찰청,이천경찰서,7,17
경기도남부경찰청,광주경찰서,7,28
경기도남부경찰청,여주경찰서,7,16
경기도남부경찰청,용인동부경찰서,7,42
경기도남부경찰청,김포경찰서,7,17
경기도남부경찰청,양평경찰서,7,5
경기도남부경찰청,부천소사경찰서,7,4
경기도남부경찰청,오산경찰서,7,19
경기도남부경찰청,부천원미경찰서,7,136
경기도남부경찰청,광명경찰서,7,9
경기도남부경찰청,안산단원경찰서,7,36
경기도남부경찰청,과천경찰서,7,3
경기도남부경찰청,수원남부경찰서,7,21
경기도남부경찰청,군포경찰서,7,11
경기도남부경찰청,성남중원경찰서,7,11
경기도남부경찰청,분당경찰서,7,13
경기도남부경찰청,시흥경찰서,7,32
경기도남부경찰청,안산상록경찰서,7,21
경기도남부경찰청,수원서부경찰서,7,13
경기도남부경찰청,화성서부경찰서,7,23
경기도남부경찰청,의왕경찰서,7,4
경기도남부경찰청,하남경찰서,7,12
경기도남부경찰청,안양만안경찰서,7,6
경기도남부경찰청,부천오정경찰서,7,13
경기도남부경찰청,용인서부경찰서,7,9
경기도남부경찰청,화성동탄경찰서,7,19
강원특별자치도경찰청,춘천경찰서,7,13
강원특별자치도경찰청,강릉경찰서,7,12
강원특별자치도경찰청,원주경찰서,7,26
강원특별자치도경찰청,속초경찰서,7,8
강원특별자치도경찰청,삼척경찰서,7,5
강원특별자치도경찰청,영월경찰서,7,1
강원특별자치도경찰청,홍천경찰서,7,40
강원특별자치도경찰청,평창경찰서,7,1
강원특별자치도경찰청,화천경찰서,7,3
강원특별자치도경찰청,태백경찰서,7,1
강원특별자치도경찰청,정선경찰서,7,1
강원특별자치도경찰청,횡성경찰서,7,1
강원특별자치도경찰청,인제경찰서,7,3
강원특별자치도경찰청,강원고성경찰서,7,2
강원특별자치도경찰청,철원경찰서,7,4
강원특별자치도경찰청,동해경찰서,7,4
충청북도경찰청,청주청원경찰서,7,15
충청북도경찰청,충주경찰서,7,24
충청북도경찰청,제천경찰서,7,2
충청북도경찰청,괴산경찰서,7,4
충청북도경찰청,음성경찰서,7,10
충청북도경찰청,옥천경찰서,7,1
충청북도경찰청,단양경찰서,7,1
충청북도경찰청,진천경찰서,7,4
충청북도경찰청,청주흥덕경찰서,7,22
충청북도경찰청,청주상당경찰서,7,7
충청남도경찰청,서산경찰서,7,12
충청남도경찰청,천안서북경찰서,7,31
충청남도경찰청,논산경찰서,7,6
충청남도경찰청,홍성경찰서,7,5
충청남도경찰청,아산경찰서,7,20
충청남도경찰청,서천경찰서,7,1
충청남도경찰청,보령경찰서,7,6
충청남도경찰청,공주경찰서,7,10
충청남도경찰청,예산경찰서,7,4
충청남도경찰청,부여경찰서,7,2
충청남도경찰청,당진경찰서,7,23
충청남도경찰청,금산경찰서,7,1
충청남도경찰청,천안동남경찰서,7,7
충청남도경찰청,태안경찰서,7,6
전북특별자치도경찰청,전주완산경찰서,7,17
전북특별자치도경찰청,전주덕진경찰서,7,8
전북특별자치도경찰청,군산경찰서,7,14
전북특별자치도경찰청,익산경찰서,7,9
전북특별자치도경찰청,정읍경찰서,7,4
전북특별자치도경찰청,김제경찰서,7,4
전북특별자치도경찰청,남원경찰서,7,2
전북특별자치도경찰청,고창경찰서,7,0
전북특별자치도경찰청,부안경찰서,7,1
전북특별자치도경찰청,진안경찰서,7,2
전북특별자치도경찰청,순창경찰서,7,2
전북특별자치도경찰청,장수경찰서,7,1
전북특별자치도경찰청,무주경찰서,7,1
전북특별자치도경찰청,완주경찰서,7,6
전라남도경찰청,목포경찰서,7,15
전라남도경찰청,여수경찰서,7,24
전라남도경찰청,순천경찰서,7,11
전라남도경찰청,나주경찰서,7,3
전라남도경찰청,고흥경찰서,7,2
전라남도경찰청,해남경찰서,7,4
전라남도경찰청,보성경찰서,7,3
전라남도경찰청,영광경찰서,7,1
전라남도경찰청,화순경찰서,7,3
전라남도경찰청,영암경찰서,7,3
전라남도경찰청,강진경찰서,7,3
전라남도경찰청,담양경찰서,7,149
전라남도경찰청,곡성경찰서,7,2
전라남도경찰청,무안경찰서,7,6
전라남도경찰청,진도경찰서,7,1
전라남도경찰청,광양경찰서,7,11
전라남도경찰청,구례경찰서,7,1
경상북도경찰청,경주경찰서,7,12
경상북도경찰청,포항북부경찰서,7,12
경상북도경찰청,안동경찰서,7,3
경상북도경찰청,김천경찰서,7,6
경상북도경찰청,상주경찰서,7,8
경상북도경찰청,의성경찰서,7,1
경상북도경찰청,영주경찰서,7,4
경상북도경찰청,칠곡경찰서,7,15
경상북도경찰청,영천경찰서,7,1
경상북도경찰청,문경경찰서,7,2
경상북도경찰청,경산경찰서,7,12
경상북도경찰청,예천경찰서,7,3
경상북도경찰청,성주경찰서,7,6
경상북도경찰청,울진경찰서,7,1
경상북도경찰청,울릉경찰서,7,5
경상북도경찰청,구미경찰서,7,32
경상북도경찰청,포항남부경찰서,7,11
경상남도경찰청,마산중부경찰서,7,7
경상남도경찰청,진주경찰서,7,9
경상남도경찰청,진해경찰서,7,8
경상남도경찰청,통영경찰서,7,5
경상남도경찰청,사천경찰서,7,8
경상남도경찰청,밀양경찰서,7,5
경상남도경찰청,김해중부경찰서,7,20
경상남도경찰청,거창경찰서,7,1
경상남도경찰청,창녕경찰서,7,3
경상남도경찰청,양산경찰서,7,14
경상남도경찰청,경남고성경찰서,7,4
경상남도경찰청,거제경찰서,7,14
경상남도경찰청,남해경찰서,7,1
경상남도경찰청,산청경찰서,7,1
경상남도경찰청,함안경찰서,7,2
경상남도경찰청,의령경찰서,7,1
경상남도경찰청,창원중부경찰서,7,15
경상남도경찰청,마산동부경찰서,7,4
경상남도경찰청,창원서부경찰서,7,14
경상남도경찰청,김해서부경찰서,7,9
제주특별자치도경찰청,제주동부경찰서,7,23
제주특별자치도경찰청,서귀포경찰서,7,16
제주특별자치도경찰청,제주서부경찰서,7,55
대구광역시경찰청,대구남부경찰서,7,11
대구광역시경찰청,대구동부경찰서,7,11
대구광역시경찰청,대구수성경찰서,7,26
대구광역시경찰청,대구달서경찰서,7,9
대구광역시경찰청,대구달성경찰서,7,8
대구광역시경찰청,대구북부경찰서,7,7
대구광역시경찰청,대구서부경찰서,7,10
대구광역시경찰청,대구중부경찰서,7,17
대구광역시경찰청,대구성서경찰서,7,15
대구광역시경찰청,대구강북경찰서,7,6
인천광역시경찰청,인천중부경찰서,7,13
인천광역시경찰청,인천미추홀경찰서,7,27
인천광역시경찰청,인천부평경찰서,7,25
인천광역시경찰청,인천남동경찰서,7,35
인천광역시경찰청,인천서부경찰서,7,30
인천광역시경찰청,인천계양경찰서,7,22
인천광역시경찰청,인천연수경찰서,7,19
인천광역시경찰청,인천삼산경찰서,7,13
인천광역시경찰청,인천논현경찰서,7,13
광주광역시경찰청,광주동부경찰서,7,7
광주광역시경찰청,광주서부경찰서,7,35
광주광역시경찰청,광주남부경찰서,7,14
광주광역시경찰청,광주북부경찰서,7,17
광주광역시경찰청,광주광산경찰서,7,22
대전광역시경찰청,대전중부경찰서,7,8
대전광역시경찰청,대전동부경찰서,7,5
대전광역시경찰청,대전서부경찰서,7,15
대전광역시경찰청,대전대덕경찰서,7,8
대전광역시경찰청,대전둔산경찰서,7,21
대전광역시경찰청,대전유성경찰서,7,11
울산광역시경찰청,울산중부경찰서,7,7
울산광역시경찰청,울산남부경찰서,7,54
울산광역시경찰청,울산동부경찰서,7,13
울산광역시경찰청,울산울주경찰서,7,5
울산광역시경찰청,울산북부경찰서,7,22
경기도북부경찰청,의정부경찰서,7,21
경기도북부경찰청,고양경찰서,7,19
경기도북부경찰청,일산동부경찰서,7,23
경기도북부경찰청,남양주남부경찰서,7,13
경기도북부경찰청,파주경찰서,7,26
경기도북부경찰청,양주경찰서,7,20
경기도북부경찰청,동두천경찰서,7,6
경기도북부경찰청,구리경찰서,7,15
경기도북부경찰청,포천경찰서,7,12
경기도북부경찰청,가평경찰서,7,5
경기도북부경찰청,일산서부경찰서,7,14
경기도북부경찰청,남양주북부경찰서,7,15
세종특별자치시경찰청,세종북부경찰서,7,3
세종특별자치시경찰청,세종남부경찰서,7,9
서울특별시경찰청,서울중부경찰서,8,12
서울특별시경찰청,서울남대문경찰서,8,1
서울특별시경찰청,서울종로경찰서,8,4
서울특별시경찰청,서울혜화경찰서,8,2
서울특별시경찰청,서울서대문경찰서,8,7
서울특별시경찰청,서울서부경찰서,8,2
서울특별시경찰청,서울용산경찰서,8,16
서울특별시경찰청,서울성북경찰서,8,6
서울특별시경찰청,서울강북경찰서,8,8
서울특별시경찰청,서울동대문경찰서,8,12
서울특별시경찰청,서울광진경찰서,8,15
서울특별시경찰청,서울마포경찰서,8,29
서울특별시경찰청,서울영등포경찰서,8,14
서울특별시경찰청,서울금천경찰서,8,7
서울특별시경찰청,서울성동경찰서,8,11
서울특별시경찰청,서울동작경찰서,8,14
서울특별시경찰청,서울중랑경찰서,8,12
서울특별시경찰청,서울관악경찰서,8,17
서울특별시경찰청,서울강남경찰서,8,35
서울특별시경찰청,서울강서경찰서,8,19
서울특별시경찰청,서울강동경찰서,8,8
서울특별시경찰청,서울송파경찰서,8,18
서울특별시경찰청,서울종암경찰서,8,4
서울특별시경찰청,서울구로경찰서,8,11
서울특별시경찰청,서울서초경찰서,8,23
서울특별시경찰청,서울양천경찰서,8,15
서울특별시경찰청,서울노원경찰서,8,8
서울특별시경찰청,서울도봉경찰서,8,11
서울특별시경찰청,서울은평경찰서,8,6
서울특별시경찰청,서울방배경찰서,8,2
서울특별시경찰청,서울수서경찰서,8,10
부산광역시경찰청,부산중부경찰서,8,2
부산광역시경찰청,부산동부경찰서,8,2
부산광역시경찰청,부산서부경찰서,8,1
부산광역시경찰청,부산남부경찰서,8,9
부산광역시경찰청,부산북부경찰서,8,6
부산광역시경찰청,부산동래경찰서,8,7
부산광역시경찰청,부산영도경찰서,8,2
부산광역시경찰청,부산해운대경찰서,8,11
부산광역시경찰청,부산진경찰서,8,6
부산광역시경찰청,부산금정경찰서,8,16
부산광역시경찰청,부산사하경찰서,8,8
부산광역시경찰청,부산연제경찰서,8,3
부산광역시경찰청,부산강서경찰서,8,13
부산광역시경찰청,부산사상경찰서,8,10
부산광역시경찰청,부산기장경찰서,8,3
경기도남부경찰청,수원중부경찰서,8,38
경기도남부경찰청,성남수정경찰서,8,12
경기도남부경찰청,평택경찰서,8,62
경기도남부경찰청,안성경찰서,8,47
경기도남부경찰청,안양동안경찰서,8,5
경기도남부경찰청,이천경찰서,8,13
경기도남부경찰청,광주경찰서,8,18
경기도남부경찰청,여주경찰서,8,24
경기도남부경찰청,용인동부경찰서,8,42
경기도남부경찰청,김포경찰서,8,22
경기도남부경찰청,양평경찰서,8,3
경기도남부경찰청,부천소사경찰서,8,8
경기도남부경찰청,오산경찰서,8,9
경기도남부경찰청,부천원미경찰서,8,37
경기도남부경찰청,광명경찰서,8,14
경기도남부경찰청,안산단원경찰서,8,20
경기도남부경찰청,과천경찰서,8,2
경기도남부경찰청,수원남부경찰서,8,19
경기도남부경찰청,군포경찰서,8,5
경기도남부경찰청,성남중원경찰서,8,8
경기도남부경찰청,분당경찰서,8,8
경기도남부경찰청,시흥경찰서,8,86
경기도남부경찰청,안산상록경찰서,8,11
경기도남부경찰청,수원서부경찰서,8,5
경기도남부경찰청,화성서부경찰서,8,11
경기도남부경찰청,의왕경찰서,8,6
경기도남부경찰청,하남경찰서,8,11
경기도남부경찰청,안양만안경찰서,8,4
경기도남부경찰청,부천오정경찰서,8,2
경기도남부경찰청,용인서부경찰서,8,12
경기도남부경찰청,화성동탄경찰서,8,22
강원특별자치도경찰청,춘천경찰서,8,8
강원특별자치도경찰청,강릉경찰서,8,21
강원특별자치도경찰청,원주경찰서,8,20
강원특별자치도경찰청,속초경찰서,8,7
강원특별자치도경찰청,삼척경찰서,8,5
강원특별자치도경찰청,영월경찰서,8,2
강원특별자치도경찰청,홍천경찰서,8,22
강원특별자치도경찰청,평창경찰서,8,3
강원특별자치도경찰청,화천경찰서,8,3
강원특별자치도경찰청,태백경찰서,8,1
강원특별자치도경찰청,정선경찰서,8,4
강원특별자치도경찰청,횡성경찰서,8,2
강원특별자치도경찰청,철원경찰서,8,10
강원특별자치도경찰청,동해경찰서,8,6
충청북도경찰청,청주청원경찰서,8,19
충청북도경찰청,충주경찰서,8,27
충청북도경찰청,제천경찰서,8,4
충청북도경찰청,괴산경찰서,8,2
충청북도경찰청,음성경찰서,8,7
충청북도경찰청,옥천경찰서,8,1
충청북도경찰청,진천경찰서,8,4
충청북도경찰청,청주흥덕경찰서,8,21
충청북도경찰청,청주상당경찰서,8,9
충청남도경찰청,서산경찰서,8,8
충청남도경찰청,천안서북경찰서,8,24
충청남도경찰청,논산경찰서,8,19
충청남도경찰청,홍성경찰서,8,7
충청남도경찰청,아산경찰서,8,18
충청남도경찰청,서천경찰서,8,1
충청남도경찰청,보령경찰서,8,4
충청남도경찰청,공주경찰서,8,9
충청남도경찰청,예산경찰서,8,14
충청남도경찰청,부여경찰서,8,1
충청남도경찰청,당진경찰서,8,10
충청남도경찰청,금산경찰서,8,1
충청남도경찰청,청양경찰서,8,1
충청남도경찰청,천안동남경찰서,8,11
충청남도경찰청,태안경찰서,8,6
전북특별자치도경찰청,전주완산경찰서,8,8
전북특별자치도경찰청,전주덕진경찰서,8,10
전북특별자치도경찰청,군산경찰서,8,13
전북특별자치도경찰청,익산경찰서,8,12
전북특별자치도경찰청,정읍경찰서,8,4
전북특별자치도경찰청,김제경찰서,8,6
전북특별자치도경찰청,남원경찰서,8,3
전북특별자치도경찰청,고창경찰서,8,1
전북특별자치도경찰청,부안경찰서,8,2
전북특별자치도경찰청,임실경찰서,8,1
전북특별자치도경찰청,진안경찰서,8,4
전북특별자치도경찰청,순창경찰서,8,1
전북특별자치도경찰청,완주경찰서,8,5
전라남도경찰청,목포경찰서,8,9
전라남도경찰청,여수경찰서,8,12
전라남도경찰청,순천경찰서,8,10
전라남도경찰청,나주경찰서,8,4
전라남도경찰청,장흥경찰서,8,3
전라남도경찰청,고흥경찰서,8,2
전라남도경찰청,해남경찰서,8,1
전라남도경찰청,보성경찰서,8,2
전라남도경찰청,영광경찰서,8,1
전라남도경찰청,화순경찰서,8,2
전라남도경찰청,함평경찰서,8,1
전라남도경찰청,영암경찰서,8,6
전라남도경찰청,장성경찰서,8,5
전라남도경찰청,담양경찰서,8,126
전라남도경찰청,곡성경찰서,8,1
전라남도경찰청,완도경찰서,8,3
전라남도경찰청,무안경찰서,8,2
전라남도경찰청,진도경찰서,8,1
전라남도경찰청,광양경찰서,8,7
전라남도경찰청,신안경찰서,8,2
경상북도경찰청,경주경찰서,8,5
경상북도경찰청,포항북부경찰서,8,16
경상북도경찰청,안동경찰서,8,6
경상북도경찰청,김천경찰서,8,6
경상북도경찰청,상주경찰서,8,5
경상북도경찰청,의성경찰서,8,2
경상북도경찰청,영주경찰서,8,5
경상북도경찰청,칠곡경찰서,8,14
경상북도경찰청,영천경찰서,8,4
경상북도경찰청,문경경찰서,8,3
경상북도경찰청,경산경찰서,8,7
경상북도경찰청,영덕경찰서,8,1
경상북도경찰청,예천경찰서,8,3
경상북도경찰청,성주경찰서,8,2
경상북도경찰청,울진경찰서,8,5
경상북도경찰청,대구군위경찰서,8,1
경상북도경찰청,영양경찰서,8,2
경상북도경찰청,울릉경찰서,8,2
경상북도경찰청,구미경찰서,8,20
경상북도경찰청,포항남부경찰서,8,12
경상남도경찰청,마산중부경찰서,8,5
경상남도경찰청,진주경찰서,8,9
경상남도경찰청,진해경찰서,8,8
경상남도경찰청,통영경찰서,8,4
경상남도경찰청,사천경찰서,8,4
경상남도경찰청,밀양경찰서,8,3
경상남도경찰청,김해중부경찰서,8,8
경상남도경찰청,거창경찰서,8,2
경상남도경찰청,합천경찰서,8,1
경상남도경찰청,함양경찰서,8,1
경상남도경찰청,양산경찰서,8,13
경상남도경찰청,하동경찰서,8,11
경상남도경찰청,거제경찰서,8,13
경상남도경찰청,남해경찰서,8,2
경상남도경찰청,산청경찰서,8,1
경상남도경찰청,함안경찰서,8,2
경상남도경찰청,창원중부경찰서,8,12
경상남도경찰청,마산동부경찰서,8,10
경상남도경찰청,창원서부경찰서,8,12
경상남도경찰청,김해서부경찰서,8,12
제주특별자치도경찰청,제주동부경찰서,8,23
제주특별자치도경찰청,서귀포경찰서,8,13
제주특별자치도경찰청,제주서부경찰서,8,25
대구광역시경찰청,대구남부경찰서,8,4
대구광역시경찰청,대구동부경찰서,8,6
대구광역시경찰청,대구수성경찰서,8,20
대구광역시경찰청,대구달서경찰서,8,10
대구광역시경찰청,대구달성경찰서,8,2
대구광역시경찰청,대구북부경찰서,8,8
대구광역시경찰청,대구서부경찰서,8,5
대구광역시경찰청,대구중부경찰서,8,11
대구광역시경찰청,대구성서경찰서,8,12
대구광역시경찰청,대구강북경찰서,8,11
인천광역시경찰청,인천중부경찰서,8,12
인천광역시경찰청,인천미추홀경찰서,8,22
인천광역시경찰청,인천부평경찰서,8,15
인천광역시경찰청,인천남동경찰서,8,25
인천광역시경찰청,인천서부경찰서,8,21
인천광역시경찰청,인천계양경찰서,8,10
인천광역시경찰청,인천강화경찰서,8,6
인천광역시경찰청,인천연수경찰서,8,14
인천광역시경찰청,인천삼산경찰서,8,13
인천광역시경찰청,인천논현경찰서,8,4
광주광역시경찰청,광주동부경찰서,8,7
광주광역시경찰청,광주서부경찰서,8,20
광주광역시경찰청,광주남부경찰서,8,3
광주광역시경찰청,광주북부경찰서,8,11
광주광역시경찰청,광주광산경찰서,8,14
대전광역시경찰청,대전중부경찰서,8,5
대전광역시경찰청,대전동부경찰서,8,9
대전광역시경찰청,대전서부경찰서,8,5
대전광역시경찰청,대전대덕경찰서,8,6
대전광역시경찰청,대전둔산경찰서,8,8
대전광역시경찰청,대전유성경찰서,8,19
울산광역시경찰청,울산중부경찰서,8,8
울산광역시경찰청,울산남부경찰서,8,30
울산광역시경찰청,울산동부경찰서,8,8
울산광역시경찰청,울산울주경찰서,8,6
울산광역시경찰청,울산북부경찰서,8,6
경기도북부경찰청,의정부경찰서,8,17
경기도북부경찰청,고양경찰서,8,15
경기도북부경찰청,일산동부경찰서,8,12
경기도북부경찰청,남양주남부경찰서,8,12
경기도북부경찰청,파주경찰서,8,23
경기도북부경찰청,양주경찰서,8,13
경기도북부경찰청,동두천경찰서,8,4
경기도북부경찰청,구리경찰서,8,12
