자치구,행정동코드,행정동,법정동코드,법정동,행정동명
종로구,11110615,종로1.2.3.4가동,11110156,종로3가,종로구 종로1.2.3.4가동
종로구,11110615,종로1.2.3.4가동,11110157,인의동,종로구 종로1.2.3.4가동
종로구,11110615,종로1.2.3.4가동,11110158,예지동,종로구 종로1.2.3.4가동
종로구,11110615,종로1.2.3.4가동,11110159,원남동,종로구 종로1.2.3.4가동
종로구,11110615,종로1.2.3.4가동,11110161,종로4가,종로구 종로1.2.3.4가동
종로구,11110630,종로5.6가동,11110160,연지동,종로구 종로5.6가동
종로구,11110630,종로5.6가동,11110162,효제동,종로구 종로5.6가동
종로구,11110630,종로5.6가동,11110163,종로5가,종로구 종로5.6가동
종로구,11110630,종로5.6가동,11110164,종로6가,종로구 종로5.6가동
종로구,11110630,종로5.6가동,11110167,충신동,종로구 종로5.6가동
종로구,11110670,창신제1동,11110174,창신동,종로구 창신제1동
종로구,11110680,창신제2동,11110174,창신동,종로구 창신제2동
종로구,11110690,창신제3동,11110174,창신동,종로구 창신제3동
종로구,11110515,청운효자동,11110101,청운동,종로구 청운효자동
종로구,11110515,청운효자동,11110102,신교동,종로구 청운효자동
종로구,11110515,청운효자동,11110103,궁정동,종로구 청운효자동
종로구,11110515,청운효자동,11110104,효자동,종로구 청운효자동
종로구,11110515,청운효자동,11110105,창성동,종로구 청운효자동
종로구,11110515,청운효자동,11110108,통인동,종로구 청운효자동
종로구,11110515,청운효자동,11110109,누상동,종로구 청운효자동
종로구,11110515,청운효자동,11110110,누하동,종로구 청운효자동
종로구,11110515,청운효자동,11110111,옥인동,종로구 청운효자동
종로구,11110515,청운효자동,11110119,세종로,종로구 청운효자동
종로구,11110560,평창동,11110182,구기동,종로구 평창동
종로구,11110560,평창동,11110183,평창동,종로구 평창동
종로구,11110650,혜화동,11110169,혜화동,종로구 혜화동
종로구,11110650,혜화동,11110170,명륜1가,종로구 혜화동
종로구,11110650,혜화동,11110171,명륜2가,종로구 혜화동
종로구,11110650,혜화동,11110172,명륜4가,종로구 혜화동
중구,11140590,광희동,11140132,충무로4가,중구 광희동
중구,11140590,광희동,11140133,충무로5가,중구 광희동
중구,11140590,광희동,11140134,인현동2가,중구 광희동
중구,11140590,광희동,11140135,예관동,중구 광희동
중구,11140590,광희동,11140145,광희동1가,중구 광희동
중구,11140590,광희동,11140146,광희동2가,중구 광희동
중구,11140590,광희동,11140147,쌍림동,중구 광희동
중구,11140590,광희동,11140148,을지로6가,중구 광희동
중구,11140590,광희동,11140149,을지로7가,중구 광희동
중구,11140590,광희동,11140154,오장동,중구 광희동
중구,11140550,명동,11140101,무교동,중구 명동
중구,11140550,명동,11140102,다동,중구 명동
중구,11140550,명동,11140103,태평로1가,중구 명동
중구,11140550,명동,11140104,을지로1가,중구 명동
중구,11140550,명동,11140105,을지로2가,중구 명동
중구,11140550,명동,11140106,남대문로1가,중구 명동
중구,11140550,명동,11140107,삼각동,중구 명동
중구,11140550,명동,11140108,수하동,중구 명동
중구,11140550,명동,11140109,장교동,중구 명동
중구,11140550,명동,11140110,수표동,중구 명동
중구,11140550,명동,11140115,남대문로2가,중구 명동
중구,11140550,명동,11140121,회현동1가,중구 명동
중구,11140550,명동,11140122,회현동2가,중구 명동
중구,11140550,명동,11140123,회현동3가,중구 명동
중구,11140550,명동,11140124,충무로1가,중구 명동
중구,11140550,명동,11140125,충무로2가,중구 명동
중구,11140550,명동,11140126,명동1가,중구 명동
중구,11140550,명동,11140127,명동2가,중구 명동
중구,11140550,명동,11140128,남산동1가,중구 명동
중구,11140550,명동,11140129,남산동2가,중구 명동
중구,11140550,명동,11140130,남산동3가,중구 명동
중구,11140550,명동,11140131,저동1가,중구 명동
중구,11140550,명동,11140142,예장동,중구 명동
중구,11140520,소공동,11140111,소공동,중구 소공동
중구,11140520,소공동,11140113,북창동,중구 소공동
중구,11140520,소공동,11140114,태평로2가,중구 소공동
중구,11140520,소공동,11140115,남대문로2가,중구 소공동
중구,11140520,소공동,11140116,남대문로3가,중구 소공동
중구,11140520,소공동,11140117,남대문로4가,중구 소공동
중구,11140520,소공동,11140119,봉래동1가,중구 소공동
중구,11140520,소공동,11140166,서소문동,중구 소공동
중구,11140520,소공동,11140167,정동,중구 소공동
중구,11140520,소공동,11140168,순화동,중구 소공동
중구,11140520,소공동,11140169,의주로1가,중구 소공동
중구,11140520,소공동,11140170,충정로1가,중구 소공동
중구,11140610,신당제1동,11140162,신당동,중구 신당제1동
중구,11140610,신당제1동,11140163,흥인동,중구 신당제1동
중구,11140610,신당제1동,11140164,무학동,중구 신당제1동
중구,11140620,신당제2동,11140162,신당동,중구 신당제2동
중구,11140630,신당제3동,11140162,신당동,중구 신당제3동
중구,11140640,신당제4동,11140162,신당동,중구 신당제4동
중구,11140650,신당제5동,11140162,신당동,중구 신당제5동
중구,11140660,신당제6동,11140162,신당동,중구 신당제6동
중구,11140605,을지로동,11140150,을지로4가,중구 을지로동
중구,11140605,을지로동,11140151,을지로5가,중구 을지로동
중구,11140605,을지로동,11140152,주교동,중구 을지로동
중구,11140605,을지로동,11140153,방산동,중구 을지로동
중구,11140605,을지로동,11140155,을지로3가,중구 을지로동
중구,11140605,을지로동,11140156,입정동,중구 을지로동
중구,11140605,을지로동,11140157,산림동,중구 을지로동
중구,11140605,을지로동,11140159,초동,중구 을지로동
중구,11140605,을지로동,11140160,인현동1가,중구 을지로동
중구,11140605,을지로동,11140161,저동2가,중구 을지로동
중구,11140580,장충동,11140136,묵정동,중구 장충동
중구,11140580,장충동,11140143,장충동1가,중구 장충동
중구,11140580,장충동,11140144,장충동2가,중구 장충동
중구,11140680,중림동,11140171,중림동,중구 중림동
중구,11140680,중림동,11140172,의주로2가,중구 중림동
중구,11140680,중림동,11140173,만리동1가,중구 중림동
중구,11140680,중림동,11140174,만리동2가,중구 중림동
중구,11140570,필동,11140132,충무로4가,중구 필동
중구,11140570,필동,11140133,충무로5가,중구 필동
중구,11140570,필동,11140136,묵정동,중구 필동
중구,11140570,필동,11140137,필동1가,중구 필동
중구,11140570,필동,11140138,필동2가,중구 필동
중구,11140570,필동,11140139,필동3가,중구 필동
중구,11140570,필동,11140140,남학동,중구 필동
중구,11140570,필동,11140141,주자동,중구 필동
중구,11140570,필동,11140142,예장동,중구 필동
중구,11140570,필동,11140144,장충동2가,중구 필동
중구,11140570,필동,11140158,충무로3가,중구 필동
중구,11140670,황학동,11140165,황학동,중구 황학동
중구,11140540,회현동,11140112,남창동,중구 회현동
중구,11140540,회현동,11140116,남대문로3가,중구 회현동
중구,11140540,회현동,11140117,남대문로4가,중구 회현동
중구,11140540,회현동,11140118,남대문로5가,중구 회현동
중구,11140540,회현동,11140119,봉래동1가,중구 회현동
중구,11140540,회현동,11140120,봉래동2가,중구 회현동
중구,11140540,회현동,11140121,회현동1가,중구 회현동
중구,11140540,회현동,11140122,회현동2가,중구 회현동
중구,11140540,회현동,11140124,충무로1가,중구 회현동
중구,11140540,회현동,11140168,순화동,중구 회현동
중랑구,11260655,망우본동,11260105,망우동,중랑구 망우본동
중랑구,11260660,망우제3동,11260105,망우동,중랑구 망우제3동
중랑구,11260565,면목본동,11260101,면목동,중랑구 면목본동
중랑구,11260520,면목제2동,11260101,면목동,중랑구 면목제2동
중랑구,11260575,면목제3.8동,11260101,면목동,중랑구 면목제3.8동
중랑구,11260540,면목제4동,11260101,면목동,중랑구 면목제4동
중랑구,11260550,면목제5동,11260101,면목동,중랑구 면목제5동
중랑구,11260570,면목제7동,11260101,면목동,중랑구 면목제7동
중랑구,11260620,묵제1동,11260104,묵동,중랑구 묵제1동
중랑구,11260630,묵제2동,11260104,묵동,중랑구 묵제2동
중랑구,11260580,상봉제1동,11260102,상봉동,중랑구 상봉제1동
중랑구,11260590,상봉제2동,11260102,상봉동,중랑구 상봉제2동
중랑구,11260680,신내1동,11260106,신내동,중랑구 신내1동
중랑구,11260690,신내2동,11260106,신내동,중랑구 신내2동
중랑구,11260600,중화제1동,11260103,중화동,중랑구 중화제1동
중랑구,11260610,중화제2동,11260103,중화동,중랑구 중화제2동
