사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6789529,2022051,2717010200,27170002,대구광역시 서구2,대구광역시 서구 비산동(평리교 부근),3,5,0,3,2,0,128.5557077,35.88255694,"{""type"":""Polygon"",""coordinates"":[[[128.55660597,35.88255694],[128.55658871,35.88241494],[128.55653759,35.88227841],[128.55645458,35.88215257],[128.55634286,35.88204228],[128.55620673,35.88195176],[128.55605143,35.8818845],[128.55588291,35.88184309],[128.55570766,35.8818291],[128.5555324,35.88184309],[128.55536389,35.8818845],[128.55520858,35.88195176],[128.55507245,35.88204228],[128.55496073,35.88215257],[128.55487772,35.88227841],[128.5548266,35.88241494],[128.55480934,35.88255694],[128.5548266,35.88269893],[128.55487772,35.88283547],[128.55496073,35.8829613],[128.55507245,35.88307159],[128.55520858,35.88316211],[128.55536389,35.88322936],[128.5555324,35.88327078],[128.55570766,35.88328477],[128.55588291,35.88327078],[128.55605143,35.88322936],[128.55620673,35.88316211],[128.55634286,35.88307159],[128.55645458,35.8829613],[128.55653759,35.88283547],[128.55658871,35.88269893],[128.55660597,35.88255694]]]}"
6792457,2022051,2717010200,27170003,대구광역시 서구3,대구광역시 서구 비산동(북비산네거리 부근),3,5,0,3,1,1,128.5714104,35.88043445,"{""type"":""Polygon"",""coordinates"":[[[128.57230867,35.88043445],[128.57229141,35.88029245],[128.57224029,35.88015591],[128.57215728,35.88003007],[128.57204556,35.87991978],[128.57190943,35.87982926],[128.57175412,35.879762],[128.57158561,35.87972058],[128.57141035,35.87970659],[128.5712351,35.87972058],[128.57106658,35.879762],[128.57091128,35.87982926],[128.57077515,35.87991978],[128.57066343,35.88003007],[128.57058042,35.88015591],[128.5705293,35.88029245],[128.57051204,35.88043445],[128.5705293,35.88057645],[128.57058042,35.88071299],[128.57066343,35.88083882],[128.57077515,35.88094912],[128.57091128,35.88103963],[128.57106658,35.88110689],[128.5712351,35.88114831],[128.57141035,35.8811623],[128.57158561,35.88114831],[128.57175412,35.88110689],[128.57190943,35.88103963],[128.57204556,35.88094912],[128.57215728,35.88083882],[128.57224029,35.88071299],[128.57229141,35.88057645],[128.57230867,35.88043445]]]}"
6789522,2022051,2717010200,27170004,대구광역시 서구4,대구광역시 서구 비산동(비산네거리 부근),3,4,0,3,1,0,128.571082,35.87250362,"{""type"":""Polygon"",""coordinates"":[[[128.57198034,35.87250362],[128.57196307,35.87236161],[128.57191196,35.87222505],[128.57182894,35.87209921],[128.57171723,35.8719889],[128.5715811,35.87189837],[128.57142579,35.8718311],[128.57125727,35.87178968],[128.57108202,35.87177569],[128.57090677,35.87178968],[128.57073825,35.8718311],[128.57058294,35.87189837],[128.57044682,35.8719889],[128.5703351,35.87209921],[128.57025209,35.87222505],[128.57020097,35.87236161],[128.5701837,35.87250362],[128.57020097,35.87264563],[128.57025209,35.87278218],[128.5703351,35.87290803],[128.57044682,35.87301834],[128.57058294,35.87310887],[128.57073825,35.87317613],[128.57090677,35.87321756],[128.57108202,35.87323154],[128.57125727,35.87321756],[128.57142579,35.87317613],[128.5715811,35.87310887],[128.57171723,35.87301834],[128.57182894,35.87290803],[128.57191196,35.87278218],[128.57196307,35.87264563],[128.57198034,35.87250362]]]}"
6792418,2022051,2720010300,27200001,대구광역시 남구1,대구광역시 남구 대명동(앞산네거리 부근),3,5,0,4,1,0,128.5790547,35.83961528,"{""type"":""Polygon"",""coordinates"":[[[128.57995301,35.83961528],[128.57993575,35.83947321],[128.57988463,35.8393366],[128.57980162,35.8392107],[128.5796899,35.83910035],[128.57955377,35.83900978],[128.57939847,35.83894248],[128.57922995,35.83890104],[128.5790547,35.83888705],[128.57887944,35.83890104],[128.57871093,35.83894248],[128.57855562,35.83900978],[128.57841949,35.83910035],[128.57830778,35.8392107],[128.57822476,35.8393366],[128.57817364,35.83947321],[128.57815638,35.83961528],[128.57817364,35.83975735],[128.57822476,35.83989396],[128.57830778,35.84001986],[128.57841949,35.84013022],[128.57855562,35.84022078],[128.57871093,35.84028807],[128.57887944,35.84032951],[128.5790547,35.84034351],[128.57922995,35.84032951],[128.57939847,35.84028807],[128.57955377,35.84022078],[128.5796899,35.84013022],[128.57980162,35.84001986],[128.57988463,35.83989396],[128.57993575,35.83975735],[128.57995301,35.83961528]]]}"
6792423,2022051,2723011000,27230001,대구광역시 북구1,대구광역시 북구 대현동(대한응급구조사협회 부근),3,9,0,4,5,0,128.6115254,35.88133209,"{""type"":""Polygon"",""coordinates"":[[[128.61242373,35.88133209],[128.61240647,35.88119009],[128.61235535,35.88105355],[128.61227234,35.88092772],[128.61216062,35.88081742],[128.61202449,35.88072691],[128.61186919,35.88065964],[128.61170067,35.88061823],[128.61152541,35.88060424],[128.61135016,35.88061823],[128.61118164,35.88065964],[128.61102634,35.88072691],[128.61089021,35.88081742],[128.61077849,35.88092772],[128.61069548,35.88105355],[128.61064436,35.88119009],[128.6106271,35.88133209],[128.61064436,35.88147408],[128.61069548,35.88161062],[128.61077849,35.88173646],[128.61089021,35.88184675],[128.61102634,35.88193727],[128.61118164,35.88200453],[128.61135016,35.88204594],[128.61152541,35.88205993],[128.61170067,35.88204594],[128.61186919,35.88200453],[128.61202449,35.88193727],[128.61216062,35.88184675],[128.61227234,35.88173646],[128.61235535,35.88161062],[128.61240647,35.88147408],[128.61242373,35.88133209]]]}"
6792376,2022051,2723010600,27230002,대구광역시 북구2,대구광역시 북구 침산동(오봉오거리 부근),3,5,0,4,1,0,128.5832744,35.88934364,"{""type"":""Polygon"",""coordinates"":[[[128.58417275,35.88934364],[128.58415549,35.88920166],[128.58410437,35.88906513],[128.58402136,35.88893931],[128.58390964,35.88882903],[128.58377351,35.88873852],[128.58361821,35.88867126],[128.58344969,35.88862985],[128.58327443,35.88861587],[128.58309918,35.88862985],[128.58293066,35.88867126],[128.58277536,35.88873852],[128.58263923,35.88882903],[128.58252751,35.88893931],[128.5824445,35.88906513],[128.58239338,35.88920166],[128.58237612,35.88934364],[128.58239338,35.88948562],[128.5824445,35.88962214],[128.58252751,35.88974797],[128.58263923,35.88985825],[128.58277536,35.88994876],[128.58293066,35.89001601],[128.58309918,35.89005742],[128.58327443,35.89007141],[128.58344969,35.89005742],[128.58361821,35.89001601],[128.58377351,35.88994876],[128.58390964,35.88985825],[128.58402136,35.88974797],[128.58410437,35.88962214],[128.58415549,35.88948562],[128.58417275,35.88934364]]]}"
6789458,2022051,2723011100,27230003,대구광역시 북구3,대구광역시 북구 산격동(IBK기업은행대구유통단 부근),3,3,0,3,0,0,128.6029866,35.904671,"{""type"":""Polygon"",""coordinates"":[[[128.60388492,35.904671],[128.60386766,35.90452905],[128.60381654,35.90439255],[128.60373353,35.90426675],[128.60362181,35.90415649],[128.60348568,35.904066],[128.60333038,35.90399875],[128.60316186,35.90395735],[128.60298661,35.90394337],[128.60281135,35.90395735],[128.60264284,35.90399875],[128.60248753,35.904066],[128.6023514,35.90415649],[128.60223968,35.90426675],[128.60215667,35.90439255],[128.60210555,35.90452905],[128.60208829,35.904671],[128.60210555,35.90481295],[128.60215667,35.90494945],[128.60223968,35.90507525],[128.6023514,35.90518551],[128.60248753,35.905276],[128.60264284,35.90534324],[128.60281135,35.90538465],[128.60298661,35.90539863],[128.60316186,35.90538465],[128.60333038,35.90534324],[128.60348568,35.905276],[128.60362181,35.90518551],[128.60373353,35.90507525],[128.60381654,35.90494945],[128.60386766,35.90481295],[128.60388492,35.904671]]]}"
6792389,2022051,2726010900,27260001,대구광역시 수성구1,대구광역시 수성구 상동(두산교 부근),4,9,1,4,4,0,128.6074699,35.82871828,"{""type"":""Polygon"",""coordinates"":[[[128.60836824,35.82871828],[128.60835098,35.82857619],[128.60829986,35.82843956],[128.60821685,35.82831364],[128.60810513,35.82820327],[128.607969,35.82811269],[128.6078137,35.82804539],[128.60764518,35.82800394],[128.60746993,35.82798995],[128.60729467,35.82800394],[128.60712616,35.82804539],[128.60697085,35.82811269],[128.60683472,35.82820327],[128.60672301,35.82831364],[128.60663999,35.82843956],[128.60658887,35.82857619],[128.60657161,35.82871828],[128.60658887,35.82886037],[128.60663999,35.828997],[128.60672301,35.82912291],[128.60683472,35.82923328],[128.60697085,35.82932386],[128.60712616,35.82939116],[128.60729467,35.82943261],[128.60746993,35.8294466],[128.60764518,35.82943261],[128.6078137,35.82939116],[128.607969,35.82932386],[128.60810513,35.82923328],[128.60821685,35.82912291],[128.60829986,35.828997],[128.60835098,35.82886037],[128.60836824,35.82871828]]]}"
6792450,2022051,2726010200,27260002,대구광역시 수성구2,대구광역시 수성구 만촌동(효신네거리 부근),3,8,1,3,4,0,128.6344415,35.87246288,"{""type"":""Polygon"",""coordinates"":[[[128.63533977,35.87246288],[128.63532251,35.87232086],[128.63527139,35.87218431],[128.63518838,35.87205846],[128.63507666,35.87194815],[128.63494053,35.87185762],[128.63478522,35.87179036],[128.63461671,35.87174893],[128.63444145,35.87173495],[128.6342662,35.87174893],[128.63409768,35.87179036],[128.63394238,35.87185762],[128.63380625,35.87194815],[128.63369453,35.87205846],[128.63361152,35.87218431],[128.6335604,35.87232086],[128.63354314,35.87246288],[128.6335604,35.87260489],[128.63361152,35.87274144],[128.63369453,35.87286729],[128.63380625,35.87297759],[128.63394238,35.87306812],[128.63409768,35.87313539],[128.6342662,35.87317681],[128.63444145,35.8731908],[128.63461671,35.87317681],[128.63478522,35.87313539],[128.63494053,35.87306812],[128.63507666,35.87297759],[128.63518838,35.87286729],[128.63527139,35.87274144],[128.63532251,35.87260489],[128.63533977,35.87246288]]]}"
6789568,2022051,2726012400,27260003,대구광역시 수성구3,대구광역시 수성구 이천동(방공포병학교교차로 부근),3,7,0,3,4,0,128.6695248,35.84778439,"{""type"":""Polygon"",""coordinates"":[[[128.67042311,35.84778439],[128.67040585,35.84764234],[128.67035473,35.84750574],[128.67027172,35.84737985],[128.67016,35.84726951],[128.67002387,35.84717895],[128.66986856,35.84711167],[128.66970005,35.84707023],[128.66952479,35.84705624],[128.66934954,35.84707023],[128.66918102,35.84711167],[128.66902572,35.84717895],[128.66888959,35.84726951],[128.66877787,35.84737985],[128.66869486,35.84750574],[128.66864374,35.84764234],[128.66862648,35.84778439],[128.66864374,35.84792645],[128.66869486,35.84806305],[128.66877787,35.84818893],[128.66888959,35.84829927],[128.66902572,35.84838983],[128.66918102,35.84845712],[128.66934954,35.84849855],[128.66952479,35.84851254],[128.66970005,35.84849855],[128.66986856,35.84845712],[128.67002387,35.84838983],[128.67016,35.84829927],[128.67027172,35.84818893],[128.67035473,35.84806305],[128.67040585,35.84792645],[128.67042311,35.84778439]]]}"
6789573,2022051,2726010100,27260004,대구광역시 수성구4,대구광역시 수성구 범어동(KEB하나은행범어동지점 부근),3,4,0,3,1,0,128.6229588,35.859408,"{""type"":""Polygon"",""coordinates"":[[[128.62385713,35.859408],[128.62383987,35.85926597],[128.62378875,35.85912939],[128.62370574,35.85900352],[128.62359402,35.85889319],[128.6234579,35.85880265],[128.62330259,35.85873537],[128.62313407,35.85869394],[128.62295882,35.85867995],[128.62278357,35.85869394],[128.62261505,35.85873537],[128.62245974,35.85880265],[128.62232361,35.85889319],[128.6222119,35.85900352],[128.62212888,35.85912939],[128.62207776,35.85926597],[128.6220605,35.859408],[128.62207776,35.85955003],[128.62212888,35.85968661],[128.6222119,35.85981248],[128.62232361,35.8599228],[128.62245974,35.86001335],[128.62261505,35.86008062],[128.62278357,35.86012205],[128.62295882,35.86013604],[128.62313407,35.86012205],[128.62330259,35.86008062],[128.6234579,35.86001335],[128.62359402,35.8599228],[128.62370574,35.85981248],[128.62378875,35.85968661],[128.62383987,35.85955003],[128.62385713,35.859408]]]}"
6789442,2022051,2729010700,27290001,대구광역시 달서구1,대구광역시 달서구 신당동(신당네거리 부근),4,6,0,6,0,0,128.491948,35.85118481,"{""type"":""Polygon"",""coordinates"":[[[128.49284636,35.85118481],[128.4928291,35.85104276],[128.49277798,35.85090617],[128.49269497,35.85078029],[128.49258325,35.85066995],[128.49244712,35.8505794],[128.49229182,35.85051211],[128.4921233,35.85047068],[128.49194805,35.85045669],[128.49177279,35.85047068],[128.49160428,35.85051211],[128.49144897,35.8505794],[128.49131284,35.85066995],[128.49120113,35.85078029],[128.49111811,35.85090617],[128.49106699,35.85104276],[128.49104973,35.85118481],[128.49106699,35.85132686],[128.49111811,35.85146345],[128.49120113,35.85158933],[128.49131284,35.85169967],[128.49144897,35.85179022],[128.49160428,35.8518575],[128.49177279,35.85189894],[128.49194805,35.85191293],[128.4921233,35.85189894],[128.49229182,35.8518575],[128.49244712,35.85179022],[128.49258325,35.85169967],[128.49269497,35.85158933],[128.49277798,35.85146345],[128.4928291,35.85132686],[128.49284636,35.85118481]]]}"
6789469,2022051,2729012400,27290002,대구광역시 달서구2,대구광역시 달서구 본동(동본리네거리 부근),4,5,0,4,1,0,128.5446988,35.83721417,"{""type"":""Polygon"",""coordinates"":[[[128.5455971,35.83721417],[128.54557984,35.83707209],[128.54552872,35.83693548],[128.5454457,35.83680957],[128.54533399,35.83669922],[128.54519786,35.83660865],[128.54504255,35.83654135],[128.54487403,35.83649991],[128.54469878,35.83648592],[128.54452353,35.83649991],[128.54435501,35.83654135],[128.5441997,35.83660865],[128.54406358,35.83669922],[128.54395186,35.83680957],[128.54386885,35.83693548],[128.54381773,35.83707209],[128.54380047,35.83721417],[128.54381773,35.83735624],[128.54386885,35.83749286],[128.54395186,35.83761876],[128.54406358,35.83772912],[128.5441997,35.83781968],[128.54435501,35.83788698],[128.54452353,35.83792842],[128.54469878,35.83794241],[128.54487403,35.83792842],[128.54504255,35.83788698],[128.54519786,35.83781968],[128.54533399,35.83772912],[128.5454457,35.83761876],[128.54552872,35.83749286],[128.54557984,35.83735624],[128.5455971,35.83721417]]]}"
6789663,2022051,2729010200,27290003,대구광역시 달서구3,대구광역시 달서구 두류동(대양빌딩앞 부근),3,4,1,2,1,0,128.5620411,35.85906041,"{""type"":""Polygon"",""coordinates"":[[[128.56293937,35.85906041],[128.5629221,35.85891838],[128.56287099,35.8587818],[128.56278797,35.85865593],[128.56267626,35.8585456],[128.56254013,35.85845506],[128.56238482,35.85838778],[128.5622163,35.85834635],[128.56204105,35.85833236],[128.5618658,35.85834635],[128.56169728,35.85838778],[128.56154197,35.85845506],[128.56140585,35.8585456],[128.56129413,35.85865593],[128.56121112,35.8587818],[128.56116,35.85891838],[128.56114273,35.85906041],[128.56116,35.85920245],[128.56121112,35.85933902],[128.56129413,35.85946489],[128.56140585,35.85957522],[128.56154197,35.85966576],[128.56169728,35.85973304],[128.5618658,35.85977447],[128.56204105,35.85978846],[128.5622163,35.85977447],[128.56238482,35.85973304],[128.56254013,35.85966576],[128.56267626,35.85957522],[128.56278797,35.85946489],[128.56287099,35.85933902],[128.5629221,35.85920245],[128.56293937,35.85906041]]]}"
6789536,2022051,2729010800,27290004,대구광역시 달서구4,대구광역시 달서구 이곡동(파스쿠찌성서이곡점 부근),3,4,0,4,0,0,128.5052742,35.8541394,"{""type"":""Polygon"",""coordinates"":[[[128.50617255,35.8541394],[128.50615529,35.85399735],[128.50610417,35.85386077],[128.50602116,35.85373489],[128.50590944,35.85362456],[128.50577331,35.85353401],[128.50561801,35.85346672],[128.50544949,35.85342529],[128.50527424,35.8534113],[128.50509898,35.85342529],[128.50493047,35.85346672],[128.50477516,35.85353401],[128.50463903,35.85362456],[128.50452731,35.85373489],[128.5044443,35.85386077],[128.50439318,35.85399735],[128.50437592,35.8541394],[128.50439318,35.85428144],[128.5044443,35.85441803],[128.50452731,35.85454391],[128.50463903,35.85465424],[128.50477516,35.85474478],[128.50493047,35.85481207],[128.50509898,35.8548535],[128.50527424,35.85486749],[128.50544949,35.8548535],[128.50561801,35.85481207],[128.50577331,35.85474478],[128.50590944,35.85465424],[128.50602116,35.85454391],[128.50610417,35.85441803],[128.50615529,35.85428144],[128.50617255,35.8541394]]]}"
6790535,2022051,2729011200,27290005,대구광역시 달서구5,대구광역시 달서구 죽전동(죽전네거리 부근),3,3,0,3,0,0,128.5377826,35.85025672,"{""type"":""Polygon"",""coordinates"":[[[128.53868087,35.85025672],[128.53866361,35.85011467],[128.53861249,35.84997808],[128.53852947,35.84985219],[128.53841776,35.84974185],[128.53828163,35.8496513],[128.53812632,35.84958401],[128.5379578,35.84954258],[128.53778255,35.84952859],[128.5376073,35.84954258],[128.53743878,35.84958401],[128.53728347,35.8496513],[128.53714735,35.84974185],[128.53703563,35.84985219],[128.53695262,35.84997808],[128.5369015,35.85011467],[128.53688424,35.85025672],[128.5369015,35.85039877],[128.53695262,35.85053536],[128.53703563,35.85066125],[128.53714735,35.85077158],[128.53728347,35.85086214],[128.53743878,35.85092942],[128.5376073,35.85097086],[128.53778255,35.85098485],[128.5379578,35.85097086],[128.53812632,35.85092942],[128.53828163,35.85086214],[128.53841776,35.85077158],[128.53852947,35.85066125],[128.53861249,35.85053536],[128.53866361,35.85039877],[128.53868087,35.85025672]]]}"
6792372,2022051,2771025600,27710001,대구광역시 달성군1,대구광역시 달성군 다사읍(세천리15905 부근),3,5,0,3,2,0,128.4773936,35.87438437,"{""type"":""Polygon"",""coordinates"":[[[128.47829189,35.87438437],[128.47827463,35.87424237],[128.47822351,35.87410581],[128.4781405,35.87397997],[128.47802878,35.87386966],[128.47789266,35.87377914],[128.47773735,35.87371187],[128.47756883,35.87367045],[128.47739358,35.87365646],[128.47721833,35.87367045],[128.47704981,35.87371187],[128.4768945,35.87377914],[128.47675837,35.87386966],[128.47664666,35.87397997],[128.47656364,35.87410581],[128.47651252,35.87424237],[128.47649526,35.87438437],[128.47651252,35.87452638],[128.47656364,35.87466293],[128.47664666,35.87478878],[128.47675837,35.87489908],[128.4768945,35.8749896],[128.47704981,35.87505687],[128.47721833,35.87509829],[128.47739358,35.87511228],[128.47756883,35.87509829],[128.47773735,35.87505687],[128.47789266,35.8749896],[128.47802878,35.87489908],[128.4781405,35.87478878],[128.47822351,35.87466293],[128.47827463,35.87452638],[128.47829189,35.87438437]]]}"
6789653,2022051,2811012800,28110001,인천광역시 중구1,인천광역시 중구 신흥동3가(신광사거리 부근),3,10,0,6,4,0,126.635969,37.46417257,"{""type"":""Polygon"",""coordinates"":[[[126.63686731,37.46417257],[126.63685005,37.46403347],[126.63679893,37.46389971],[126.63671591,37.46377644],[126.6366042,37.46366839],[126.63646807,37.46357971],[126.63631276,37.46351382],[126.63614424,37.46347325],[126.63596899,37.46345955],[126.63579374,37.46347325],[126.63562522,37.46351382],[126.63546991,37.46357971],[126.63533379,37.46366839],[126.63522207,37.46377644],[126.63513906,37.46389971],[126.63508794,37.46403347],[126.63507068,37.46417257],[126.63508794,37.46431168],[126.63513906,37.46444543],[126.63522207,37.46456871],[126.63533379,37.46467675],[126.63546991,37.46476543],[126.63562522,37.46483132],[126.63579374,37.46487189],[126.63596899,37.46488559],[126.63614424,37.46487189],[126.63631276,37.46483132],[126.63646807,37.46476543],[126.6366042,37.46467675],[126.63671591,37.46456871],[126.63679893,37.46444543],[126.63685005,37.46431168],[126.63686731,37.46417257]]]}"
6792380,2022051,2817710500,28177001,인천광역시 미추홀구1,인천광역시 미추홀구 주안동(능력교회 부근),3,4,1,2,1,0,126.6741009,37.4516461,"{""type"":""Polygon"",""coordinates"":[[[126.67499917,37.4516461],[126.67498191,37.45150697],[126.67493079,37.45137319],[126.67484778,37.4512499],[126.67473606,37.45114183],[126.67459993,37.45105314],[126.67444463,37.45098724],[126.67427611,37.45094666],[126.67410086,37.45093295],[126.6739256,37.45094666],[126.67375709,37.45098724],[126.67360178,37.45105314],[126.67346565,37.45114183],[126.67335393,37.4512499],[126.67327092,37.45137319],[126.6732198,37.45150697],[126.67320254,37.4516461],[126.6732198,37.45178523],[126.67327092,37.45191901],[126.67335393,37.4520423],[126.67346565,37.45215036],[126.67360178,37.45223905],[126.67375709,37.45230495],[126.6739256,37.45234553],[126.67410086,37.45235924],[126.67427611,37.45234553],[126.67444463,37.45230495],[126.67459993,37.45223905],[126.67473606,37.45215036],[126.67484778,37.4520423],[126.67493079,37.45191901],[126.67498191,37.45178523],[126.67499917,37.4516461]]]}"
6789589,2022051,2817710200,28177002,인천광역시 미추홀구2,인천광역시 미추홀구 용현동(인하대병원사거리 부근),3,14,0,8,6,0,126.636052,37.45696241,"{""type"":""Polygon"",""coordinates"":[[[126.63695027,37.45696241],[126.63693301,37.4568233],[126.63688189,37.45668952],[126.63679888,37.45656624],[126.63668716,37.45645818],[126.63655103,37.4563695],[126.63639573,37.4563036],[126.63622721,37.45626302],[126.63605196,37.45624932],[126.6358767,37.45626302],[126.63570819,37.4563036],[126.63555288,37.4563695],[126.63541675,37.45645818],[126.63530503,37.45656624],[126.63522202,37.45668952],[126.6351709,37.4568233],[126.63515364,37.45696241],[126.6351709,37.45710153],[126.63522202,37.4572353],[126.63530503,37.45735858],[126.63541675,37.45746664],[126.63555288,37.45755532],[126.63570819,37.45762122],[126.6358767,37.4576618],[126.63605196,37.4576755],[126.63622721,37.4576618],[126.63639573,37.45762122],[126.63655103,37.45755532],[126.63668716,37.45746664],[126.63679888,37.45735858],[126.63688189,37.4572353],[126.63693301,37.45710153],[126.63695027,37.45696241]]]}"
6789655,2022051,2817710500,28177003,인천광역시 미추홀구3,인천광역시 미추홀구 주안동(승기사거리 부근),3,8,0,4,4,0,126.6901676,37.4504954,"{""type"":""Polygon"",""coordinates"":[[[126.69106595,37.4504954],[126.69104869,37.45035627],[126.69099757,37.45022249],[126.69091456,37.45009919],[126.69080284,37.44999112],[126.69066671,37.44990243],[126.69051141,37.44983653],[126.69034289,37.44979595],[126.69016764,37.44978224],[126.68999238,37.44979595],[126.68982387,37.44983653],[126.68966856,37.44990243],[126.68953243,37.44999112],[126.68942072,37.45009919],[126.6893377,37.45022249],[126.68928658,37.45035627],[126.68926932,37.4504954],[126.68928658,37.45063453],[126.6893377,37.45076831],[126.68942072,37.45089161],[126.68953243,37.45099967],[126.68966856,37.45108836],[126.68982387,37.45115427],[126.68999238,37.45119485],[126.69016764,37.45120855],[126.69034289,37.45119485],[126.69051141,37.45115427],[126.69066671,37.45108836],[126.69080284,37.45099967],[126.69091456,37.45089161],[126.69099757,37.45076831],[126.69104869,37.45063453],[126.69106595,37.4504954]]]}"
6792396,2022051,2817710500,28177004,인천광역시 미추홀구4,인천광역시 미추홀구 주안동(옛시민회관사거리 부근),3,5,0,4,1,0,126.6810373,37.45836436,"{""type"":""Polygon"",""coordinates"":[[[126.68193557,37.45836436],[126.68191831,37.45822524],[126.68186719,37.45809147],[126.68178418,37.45796819],[126.68167246,37.45786013],[126.68153633,37.45777145],[126.68138103,37.45770555],[126.68121251,37.45766498],[126.68103725,37.45765127],[126.680862,37.45766498],[126.68069348,37.45770555],[126.68053818,37.45777145],[126.68040205,37.45786013],[126.68029033,37.45796819],[126.68020732,37.45809147],[126.6801562,37.45822524],[126.68013894,37.45836436],[126.6801562,37.45850347],[126.68020732,37.45863724],[126.68029033,37.45876052],[126.68040205,37.45886858],[126.68053818,37.45895726],[126.68069348,37.45902315],[126.680862,37.45906373],[126.68103725,37.45907743],[126.68121251,37.45906373],[126.68138103,37.45902315],[126.68153633,37.45895726],[126.68167246,37.45886858],[126.68178418,37.45876052],[126.68186719,37.45863724],[126.68191831,37.45850347],[126.68193557,37.45836436]]]}"
6789513,2022051,2817710500,28177005,인천광역시 미추홀구5,인천광역시 미추홀구 주안동(신기사거리 부근),3,8,0,3,5,0,126.6797553,37.45150521,"{""type"":""Polygon"",""coordinates"":[[[126.68065366,37.45150521],[126.6806364,37.45136608],[126.68058528,37.4512323],[126.68050226,37.45110901],[126.68039055,37.45100094],[126.68025442,37.45091225],[126.68009911,37.45084635],[126.67993059,37.45080577],[126.67975534,37.45079206],[126.67958009,37.45080577],[126.67941157,37.45084635],[126.67925626,37.45091225],[126.67912014,37.45100094],[126.67900842,37.45110901],[126.67892541,37.4512323],[126.67887429,37.45136608],[126.67885703,37.45150521],[126.67887429,37.45164434],[126.67892541,37.45177812],[126.67900842,37.45190141],[126.67912014,37.45200948],[126.67925626,37.45209817],[126.67941157,37.45216407],[126.67958009,37.45220465],[126.67975534,37.45221835],[126.67993059,37.45220465],[126.68009911,37.45216407],[126.68025442,37.45209817],[126.68039055,37.45200948],[126.68050226,37.45190141],[126.68058528,37.45177812],[126.6806364,37.45164434],[126.68065366,37.45150521]]]}"
6789493,2022051,2817710500,28177006,인천광역시 미추홀구6,인천광역시 미추홀구 주안동(용일사거리 부근),3,3,0,3,0,0,126.6679882,37.4523243,"{""type"":""Polygon"",""coordinates"":[[[126.66888648,37.4523243],[126.66886922,37.45218517],[126.6688181,37.45205139],[126.66873508,37.4519281],[126.66862337,37.45182004],[126.66848724,37.45173135],[126.66833193,37.45166545],[126.66816342,37.45162486],[126.66798816,37.45161116],[126.66781291,37.45162486],[126.66764439,37.45166545],[126.66748909,37.45173135],[126.66735296,37.45182004],[126.66724124,37.4519281],[126.66715823,37.45205139],[126.66710711,37.45218517],[126.66708985,37.4523243],[126.66710711,37.45246343],[126.66715823,37.45259721],[126.66724124,37.4527205],[126.66735296,37.45282856],[126.66748909,37.45291725],[126.66764439,37.45298315],[126.66781291,37.45302373],[126.66798816,37.45303743],[126.66816342,37.45302373],[126.66833193,37.45298315],[126.66848724,37.45291725],[126.66862337,37.45282856],[126.66873508,37.4527205],[126.6688181,37.45259721],[126.66886922,37.45246343],[126.66888648,37.4523243]]]}"
6789447,2022051,2820010900,28200001,인천광역시 남동구1,인천광역시 남동구 도림동(도림사거리 부근),4,7,0,5,2,0,126.7318461,37.42120921,"{""type"":""Polygon"",""coordinates"":[[[126.73274437,37.42120921],[126.73272711,37.42107002],[126.73267599,37.42093619],[126.73259297,37.42081285],[126.73248126,37.42070473],[126.73234513,37.42061601],[126.73218982,37.42055008],[126.7320213,37.42050948],[126.73184605,37.42049577],[126.7316708,37.42050948],[126.73150228,37.42055008],[126.73134697,37.42061601],[126.73121085,37.42070473],[126.73109913,37.42081285],[126.73101612,37.42093619],[126.730965,37.42107002],[126.73094774,37.42120921],[126.730965,37.42134839],[126.73101612,37.42148223],[126.73109913,37.42160557],[126.73121085,37.42171368],[126.73134697,37.4218024],[126.73150228,37.42186833],[126.7316708,37.42190893],[126.73184605,37.42192264],[126.7320213,37.42190893],[126.73218982,37.42186833],[126.73234513,37.4218024],[126.73248126,37.42171368],[126.73259297,37.42160557],[126.73267599,37.42148223],[126.73272711,37.42134839],[126.73274437,37.42120921]]]}"
6789533,2022051,2820010200,28200002,인천광역시 남동구2,인천광역시 남동구 간석동(KB국민은행간석동지점 부근),4,6,0,4,2,0,126.7135385,37.46435377,"{""type"":""Polygon"",""coordinates"":[[[126.71443677,37.46435377],[126.71441951,37.46421467],[126.71436839,37.46408091],[126.71428538,37.46395764],[126.71417366,37.46384959],[126.71403753,37.46376091],[126.71388223,37.46369502],[126.71371371,37.46365445],[126.71353845,37.46364075],[126.7133632,37.46365445],[126.71319468,37.46369502],[126.71303938,37.46376091],[126.71290325,37.46384959],[126.71279153,37.46395764],[126.71270852,37.46408091],[126.7126574,37.46421467],[126.71264014,37.46435377],[126.7126574,37.46449288],[126.71270852,37.46462663],[126.71279153,37.4647499],[126.71290325,37.46485795],[126.71303938,37.46494663],[126.71319468,37.46501252],[126.7133632,37.46505309],[126.71353845,37.46506679],[126.71371371,37.46505309],[126.71388223,37.46501252],[126.71403753,37.46494663],[126.71417366,37.46485795],[126.71428538,37.4647499],[126.71436839,37.46462663],[126.71441951,37.46449288],[126.71443677,37.46435377]]]}"
